CurveSurface,CurveType,Name,ID,Datum,Relative Curve,RiskMetrics Link,Term Interp,Time Interp,CurveUnit,Surface,
,,,,,,,,,,0,35.91,
,Index,C90343C10_NASDAQ_PRTS_0,C90343C10_NASDAQ_PRTS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,3.17,
,Index,C90346E10_NYSE_SLCA_0,C90346E10_NYSE_SLCA_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,65.05,
,Index,C90347A10_NASDAQ_UBNT_0,C90347A10_NASDAQ_UBNT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,46.97,
,Index,C90384S30_NASDAQ_ULTA_0,C90384S30_NASDAQ_ULTA_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,98.11,
,Index,C90385D10_NASDAQ_ULTI_0,C90385D10_NASDAQ_ULTI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,150.26,
,Index,C90385V10_NASDAQ_UCTT_0,C90385V10_NASDAQ_UCTT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,9.46,
,Index,C90389910_NASDAQ_ULBI_0,C90389910_NASDAQ_ULBI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,3.32,
,Index,C90391410_NYSE_UPL_0,C90391410_NYSE_UPL_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,25.98,
,Index,C90403410_NASDAQ_UTEK_0,C90403410_NASDAQ_UTEK_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,25.71,
,Index,C90419710_NASDAQ_UMAX_0,C90419710_NASDAQ_UMAX_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0103,
,Index,C90421410_NASDAQ_UMPQ_0,C90421410_NASDAQ_UMPQ_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,17.5,
,Index,C90431110_NYSE_UA_0,C90431110_NYSE_UA_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,72.69,
,Index,C90457220_NASDAQ_UNXL_0,C90457220_NASDAQ_UNXL_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,7.41,
,Index,C90467720_NYSE_UFI_0,C90467720_NYSE_UFI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,28.26,
,Index,C90470810_NYSE_UNF_0,C90470810_NYSE_UNF_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,97.85,
,Index,C90476770_NYSE_UL_0,C90476770_NYSE_UL_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,43.83,
,Index,C90476B10_NASDAQ_UNLA_0,C90476B10_NASDAQ_UNLA_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0023,
,Index,C90478470_NYSE_UN_0,C90478470_NYSE_UN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,41.71,
,Index,C90478E10_NASDAQ_UNIS_0,C90478E10_NASDAQ_UNIS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,2.47,
,Index,C90539J10_NASDAQ_UBSH_0,C90539J10_NASDAQ_UBSH_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,23.74,
,Index,C90781810_NYSE_UNP_0,C90781810_NYSE_UNP_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,107.46,
,Index,C90921430_NYSE_UIS_0,C90921430_NYSE_UIS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,23.49,
,Index,C90921810_NYSE_UNT_0,C90921810_NYSE_UNT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,61.98,
,Index,C90983910_NASDAQ_UCFC_0,C90983910_NASDAQ_UCFC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,4.6,
,Index,C91004710_NYSE_UAL_0,C91004710_NYSE_UAL_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,51.13,
,Index,C91030410_NASDAQ_UBNK_0,C91030410_NASDAQ_UBNK_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,12.28,
,Index,C91087340_NYSE_UMC_0,C91087340_NYSE_UMC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,2.18,
,Index,C91116310_NASDAQ_UNFI_0,C91116310_NASDAQ_UNFI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,64.4,
,Index,C91126820_NASDAQ_UNTD_0,C91126820_NASDAQ_UNTD_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,12.9,
,Index,C91131210_NYSE_UPS_0,C91131210_NYSE_UPS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,98.42,
,Index,C91136310_NYSE_URI_0,C91136310_NYSE_URI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,118.3,
,Index,C91163410_NASDAQ_USBL_0,C91163410_NASDAQ_USBL_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.121,
,Index,C91180510_NASDAQ_USEG_0,C91180510_NASDAQ_USEG_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,3.88,
,Index,C91239R10_NASDAQ_USPR_0,C91239R10_NASDAQ_USPR_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.245,
,Index,C91301710_NYSE_UTX_0,C91301710_NYSE_UTX_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,108.6,
,Index,C91307C10_NASDAQ_UTHR_0,C91307C10_NASDAQ_UTHR_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,114.93,
,Index,C91310610_NASDAQ_UTRM_0,C91310610_NASDAQ_UTRM_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,6.0E-4,
,Index,C91324P10_NYSE_UNH_0,C91324P10_NYSE_UNH_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,87.91,
,Index,C91338E10_NYSE_UAM_0,C91338E10_NYSE_UAM_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,8.4,
,Index,C91345610_NYSE_UVV_0,C91345610_NYSE_UVV_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,52.11,
,Index,C91347P10_NASDAQ_OLED_0,C91347P10_NASDAQ_OLED_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,37.4,
,Index,C91348310_NASDAQ_UEIC_0,C91348310_NASDAQ_UEIC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,55.67,
,Index,C91354310_NASDAQ_UFPI_0,C91354310_NASDAQ_UFPI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,47.4,
,Index,C91359E10_NYSE_UHT_0,C91359E10_NYSE_UHT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,44.74,
,Index,C91359V10_NYSE_UVE_0,C91359V10_NYSE_UVE_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,14.08,
,Index,C91390310_NYSE_UHS_0,C91390310_NYSE_UHS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,110.05,
,Index,C91391510_NYSE_UTI_0,C91391510_NYSE_UTI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,10.95,
,Index,C91529Y10_NYSE_UNM_0,C91529Y10_NYSE_UNM_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,35.66,
,Index,C91531F10_NASDAQ_UPIP_0,C91531F10_NASDAQ_UPIP_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,2.04,
,Index,C91688R10_AMEX_URG_0,C91688R10_AMEX_URG_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,1.1,
,Index,C91688T10_AMEX_URZ_0,C91688T10_AMEX_URZ_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,1.15,
,Index,C91689610_AMEX_UEC_0,C91689610_AMEX_UEC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,1.36,
,Index,C91690160_NASDAQ_URRE_0,C91690160_NASDAQ_URRE_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,2.85,
,Index,C91704710_NASDAQ_URBN_0,C91704710_NASDAQ_URBN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,39.07,
,Index,C91704A20_NASDAQ_URBF_0,C91704A20_NASDAQ_URBF_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.04,
,Index,C91727720_NASDAQ_UPI_0,C91727720_NASDAQ_UPI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,2.57,
,Index,C91728620_NYSE_UBA_0,C91728620_NYSE_UBA_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,21.78,
,Index,C91729G50_NASDAQ_UDWK_0,C91729G50_NASDAQ_UDWK_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0602,
,Index,C91732J10_NASDAQ_ECOL_0,C91732J10_NASDAQ_ECOL_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,43.93,
,Index,C91809920_NASDAQ_UVFT_0,C91809920_NASDAQ_UVFT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0295,
,Index,C91819410_NASDAQ_WOOF_0,C91819410_NASDAQ_WOOF_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,41.04,
,Index,C91820410_NYSE_VFC_0,C91820410_NYSE_VFC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,65.33,
,Index,C91823110_NASDAQ_VHGI_0,C91823110_NASDAQ_VHGI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0012,
,Index,C91825830_NASDAQ_VLOV_0,C91825830_NASDAQ_VLOV_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.27,
,Index,C91829F10_NASDAQ_VOXX_0,C91829F10_NASDAQ_VOXX_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,10.07,
,Index,C91830A10_NASDAQ_CMDI_0,C91830A10_NASDAQ_CMDI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.15,
,Index,C91851C20_NYSE_EGY_0,C91851C20_NYSE_EGY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,8.58,
,Index,C91879Q10_NYSE_MTN_0,C91879Q10_NYSE_MTN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,77.52,
,Index,C91890510_NYSE_VHI_0,C91890510_NYSE_VHI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,7.77,
,Index,C91911K10_NYSE_VRX_0,C91911K10_NYSE_VRX_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,120.05,
,Index,C91912E10_NYSE_VALE_0,C91912E10_NYSE_VALE_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,12.46,
,Index,C91913Y10_NYSE_VLO_0,C91913Y10_NYSE_VLO_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,53.52,
,Index,C91979410_NYSE_VLY_0,C91979410_NYSE_VLY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,10.05,
,Index,C92025310_NYSE_VMI_0,C92025310_NYSE_VMI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,137.81,
,Index,C92035510_NYSE_VAL_0,C92035510_NYSE_VAL_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,80.57,
,Index,C92047K10_NASDAQ_VVTV_0,C92047K10_NASDAQ_VVTV_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,5.1,
,Index,C92165910_NASDAQ_VNDA_0,C92165910_NASDAQ_VNDA_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,13.2,
,Index,C92205F10_NASDAQ_VNR_0,C92205F10_NASDAQ_VNR_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,29.24,
,Index,C92210110_NASDAQ_VPOR_0,C92210110_NASDAQ_VPOR_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0415,
,Index,C92210H10_NYSE_VNTV_0,C92210H10_NYSE_VNTV_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,30.73,
,Index,C92220P10_NYSE_VAR_0,C92220P10_NYSE_VAR_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,85.72,
,Index,C92230Y10_NASDAQ_VDSI_0,C92230Y10_NASDAQ_VDSI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,17.11,
,Index,C92231M10_NASDAQ_VASC_0,C92231M10_NASDAQ_VASC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,23.9,
,Index,C92240G10_NYSE_VVC_0,C92240G10_NYSE_VVC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,41.69,
,Index,C92240M10_NYSE_VGR_0,C92240M10_NYSE_VGR_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,23.76,
,Index,C92241710_NASDAQ_VECO_0,C92241710_NASDAQ_VECO_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,34.54,
,Index,C92247510_NYSE_VEEV_0,C92247510_NYSE_VEEV_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,29.85,
,Index,C92256R20_NASDAQ_VELA_0,C92256R20_NASDAQ_VELA_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,3.0E-4,
,Index,C92258710_NASDAQ_VMCI_0,C92258710_NASDAQ_VMCI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0070,
,Index,C92262A10_NASDAQ_APPY_0,C92262A10_NASDAQ_APPY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,1.73,
,Index,C92276F10_NYSE_VTR_0,C92276F10_NYSE_VTR_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,65.27,
,Index,C92334N10_NYSE_VE_0,C92334N10_NYSE_VE_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,18.55,
,Index,C92337L10_NASDAQ_VRCI_0,C92337L10_NASDAQ_VRCI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0091,
,Index,C92342Y10_NYSE_PAY_0,C92342Y10_NYSE_PAY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,34.42,
,Index,C92343730_NASDAQ_VRTC_0,C92343730_NASDAQ_VRTC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.1,
,Index,C92343E10_NASDAQ_VRSN_0,C92343E10_NASDAQ_VRSN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,56.845,
,Index,C92343V10_NYSE_VZ_0,C92343V10_NYSE_VZ_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,49.53,
,Index,C92343X10_NASDAQ_VRNT_0,C92343X10_NASDAQ_VRNT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,55.74,
,Index,C92344910_NASDAQ_VTEQ_0,C92344910_NASDAQ_VTEQ_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0147,
,Index,C92345Y10_NASDAQ_VRSK_0,C92345Y10_NASDAQ_VRSK_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,64.22,
,Index,C92529710_AMEX_VSR_0,C92529710_AMEX_VSR_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,3.24,
,Index,C92531L10_NYSE_VRS_0,C92531L10_NYSE_VRS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,3.2,
,Index,C92532F10_NASDAQ_VRTX_0,C92532F10_NASDAQ_VRTX_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,94.49,
,Index,C92532R20_NASDAQ_VCSY_0,C92532R20_NASDAQ_VCSY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0234,
,Index,C92552R40_NYSE_VVI_0,C92552R40_NYSE_VVI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,22.44,
,Index,C92552V10_NASDAQ_VSAT_0,C92552V10_NASDAQ_VSAT_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,57.35,
,Index,C92553P10_NASDAQ_VIA_0,C92553P10_NASDAQ_VIA_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,80.99,
,Index,C92553P20_NASDAQ_VIAB_0,C92553P20_NASDAQ_VIAB_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,80.87,
,Index,C92554W10_NASDAQ_VSPC_0,C92554W10_NASDAQ_VSPC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0073,
,Index,C92560210_NASDAQ_VICL_0,C92560210_NASDAQ_VICL_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,1.23,
,Index,C92581110_AMEX_VII_0,C92581110_AMEX_VII_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,3.66,
,Index,C92653310_NASDAQ_VIDA_0,C92653310_NASDAQ_VIDA_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0015,
,Index,C92670620_NASDAQ_VSYM_0,C92670620_NASDAQ_VSYM_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0111,
,Index,C92672A10_NASDAQ_VPFG_0,C92672A10_NASDAQ_VPFG_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,26.17,
,Index,C92679510_NASDAQ_VKIN_0,C92679510_NASDAQ_VKIN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.3,
,Index,C92718N10_NASDAQ_VIMC_0,C92718N10_NASDAQ_VIMC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,5.4,
,Index,C92719A10_NASDAQ_VIP_0,C92719A10_NASDAQ_VIP_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,8.79,
,Index,C92763W10_NYSE_VIPS_0,C92763W10_NYSE_VIPS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,213.83,
,Index,C92823T10_AMEX_VHC_0,C92823T10_AMEX_VHC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,14.45,
,Index,C92826C83_NYSE_V_0,C92826C83_NYSE_V_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,215.77,
,Index,C92829810_NYSE_VSH_0,C92829810_NYSE_VSH_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,15.98,
,Index,C92833U20_NASDAQ_VISN_0,C92833U20_NASDAQ_VISN_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,15.26,
,Index,C92834V10_NASDAQ_VOIL_0,C92834V10_NASDAQ_VOIL_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,1.55,
,Index,C92839U20_NYSE_VC_0,C92839U20_NYSE_VC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,103.52,
,Index,C92845K10_NASDAQ_VMSYQ_0,C92845K10_NASDAQ_VMSYQ_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,4.0E-4,
,Index,C92847H40_NASDAQ_VTPI_0,C92847H40_NASDAQ_VTPI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,1.0E-4,
,Index,C92849730_NASDAQ_VTSS_0,C92849730_NASDAQ_VTSS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,3.48,
,Index,C92849E10_NYSE_VSI_0,C92849E10_NYSE_VSI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,40.75,
,Index,C92849G10_NASDAQ_VTMB_0,C92849G10_NASDAQ_VTMB_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.0018,
,Index,C92850130_NASDAQ_VODG_0,C92850130_NASDAQ_VODG_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.1501,
,Index,C92855110_NASDAQ_VVUS_0,C92855110_NASDAQ_VVUS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,4.18,
,Index,C92856340_NYSE_VMW_0,C92856340_NYSE_VMW_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,94.59,
,Index,C92857F10_NYSE_VCRA_0,C92857F10_NYSE_VCRA_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,8.22,
,Index,C92857W30_NASDAQ_VOD_0,C92857W30_NASDAQ_VOD_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,33.12,
,Index,C92862Y10_NASDAQ_VPLM_0,C92862Y10_NASDAQ_VPLM_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.1765,
,Index,C92864510_NASDAQ_VOLC_0,C92864510_NASDAQ_VOLC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,12.05,
,Index,C92885640_NASDAQ_VOLVY_0,C92885640_NASDAQ_VOLVY_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,11.469,
,Index,C92886T20_NYSE_VG_0,C92886T20_NYSE_VG_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,3.5,
,Index,C92908910_NYSE_VOYA_0,C92908910_NYSE_VOYA_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,39.48,
,Index,C92911N10_NASDAQ_VRNG_0,C92911N10_NASDAQ_VRNG_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,1.01,
,Index,C92912T10_NYSE_IGD_0,C92912T10_NYSE_IGD_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,9.52,
,Index,C92913A10_NYSE_PPR_0,C92913A10_NYSE_PPR_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,5.51,
,Index,C92916010_NYSE_VMC_0,C92916010_NYSE_VMC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,62.43,
,Index,C92921220_NASDAQ_VUOC_0,C92921220_NASDAQ_VUOC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,0.68,
,Index,C92921M20_NASDAQ_VYCO_0,C92921M20_NASDAQ_VYCO_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,2.38,
,Index,C92922C10_NASDAQ_VUME_0,C92922C10_NASDAQ_VUME_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,9.0E-4,
,Index,C92922P10_NYSE_WTI_0,C92922P10_NYSE_WTI_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,13.57,
,Index,C92923610_NASDAQ_WDFC_0,C92923610_NASDAQ_WDFC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,68.52,
,Index,C92924F10_NYSE_WGL_0,C92924F10_NYSE_WGL_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,44.27,
,Index,C92927K10_NYSE_WBC_0,C92927K10_NYSE_WBC_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,100.89,
,Index,C92931L30_NASDAQ_WPCS_0,C92931L30_NASDAQ_WPCS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,1.32,
,Index,C92932M10_NYSE_WNS_0,C92932M10_NYSE_WNS_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,20.48,
,Index,C92935210_NYSE_WX_0,C92935210_NYSE_WX_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
,,,,,,,,,,0,36.17,
,Index,C92936010_NASDAQ_WWAG_0,C92936010_NASDAQ_WWAG_0,0,TRUE,None,Constant,Constant,% ANNU actual/360,Term,0,
