AAPL_C03783310_EQTV
C02300U10_NASDAQ_AMBSSpot
C02301P10_NASDAQ_AMARQSpot
C02311120_NASDAQ_AMRNSpot
C02313510_NASDAQ_AMZNSpot
C02313988_NASDAQ_AMBCSpot
C02316410_NASDAQ_ABCPSpot
C02317710_NASDAQ_EPAXSpot
C02343610_NASDAQ_AMEDSpot
C02360810_NYSE_AEESpot
C02361E10_NYSE_AMRCSpot
C02364V10_NASDAQ_ATAXSpot
C02364W10_NYSE_AMXSpot
C02376R10_NASDAQ_AALSpot
C02385010_AMEX_APPSpot
C02406110_NYSE_AXLSpot
C02460010_NASDAQ_ABMCSpot
C02483510_NYSE_ACCSpot
C02503X10_NASDAQ_AGNCSpot
C02503Y10_NASDAQ_ACASSpot
C02504A10_NASDAQ_MTGESpot
C02519910_NASDAQ_AACSSpot
C02553710_NYSE_AEPSpot
C02553E10_NYSE_AEOSpot
C02554F30_AMEX_AMZGSpot
C02563620_NASDAQ_AEGGSpot
C02567620_NYSE_AELSpot
C02581610_NYSE_AXPSpot
C02593210_NYSE_AFGSpot
C02640N10_NASDAQ_ERBBSpot
C02650U10_NASDAQ_AHIISpot
C02665T30_NYSE_AMHSpot
C02687478_NYSE_AIGSpot
C02715810_NASDAQ_OREOSpot
C02729710_AMEX_ALNSpot
C02906T10_NASDAQ_AMPWSpot
C02906V10_NASDAQ_APGISpot
C02913V10_NASDAQ_APEISpot
C02916P10_NASDAQ_ARIISpot
C02917T10_NASDAQ_ARCPSpot
C02927E30_NYSE_ARPISpot
C02942910_NASDAQ_ASEISpot
C02961620_NASDAQ_AMNPSpot
C02968310_NASDAQ_AMSWASpot
C02968P10_NASDAQ_SOYLSpot
C02989910_NYSE_AWRSpot
C03011110_NASDAQ_AMSCSpot
C03027X10_NYSE_AMTSpot
C03037110_NYSE_AVDSpot
C03042010_NYSE_AWKSpot
C03050610_NASDAQ_AMWDSpot
C03062T10_NASDAQ_CRMTSpot
C03073V10_NASDAQ_AMTYSpot
C03076C10_NYSE_AMPSpot
C03077G10_NASDAQ_AMELSpot
C03097510_NYSE_APUSpot
C03110010_NYSE_AMESpot
C03116210_NASDAQ_AMGNSpot
C03152W10_NASDAQ_FOLDSpot
C03165210_NASDAQ_AMKRSpot
C03203710_NYSE_APSpot
C03209510_NYSE_APHSpot
C03209T10_AMEX_AMPESpot
C03232P40_NASDAQ_AMSGSpot
C03233250_NASDAQ_ASYSSpot
C03235930_NASDAQ_AFSISpot
C03236M10_NASDAQ_AMRSSpot
C03242010_NASDAQ_ANACSpot
C03251110_NYSE_APCSpot
C03265410_NASDAQ_ADISpot
C03265720_NASDAQ_ALOGSpot
C03416410_NASDAQ_ANDESpot
C03439310_NASDAQ_ANDRSpot
C03475410_NASDAQ_ANGISpot
C03475V10_NASDAQ_ANGOSpot
C03512820_NYSE_AUSpot
C03524A10_NYSE_BUDSpot
C03525510_NASDAQ_ANIKSpot
C03529010_NYSE_AXESpot
C03571040_NYSE_NLYSpot
C03600T10_NYSE_BNNYSpot
C03662Q10_NASDAQ_ANSSSpot
C03664210_NASDAQ_ATRSSpot
C03674X10_NYSE_ARSpot
C03735510_NASDAQ_EXMTSpot
C03741110_NYSE_APASpot
C03748R10_NYSE_AIVSpot
C03759810_NASDAQ_APOGSpot
C03760410_NASDAQ_APOLSpot
C03761230_NYSE_APOSpot
C03761U10_NASDAQ_AINVSpot
C03762U10_NYSE_ARISpot
C03763710_NASDAQ_ASOESpot
C03763V10_NYSE_AMTGSpot
C03783310_NASDAQ_AAPLSpot
C03815U10_NASDAQ_APDNSpot
C03819M10_NASDAQ_AERGSpot
C03820C10_NYSE_AITSpot
C03822210_NASDAQ_AMATSpot
C03822W40_NASDAQ_AMCCSpot
C03823M10_NASDAQ_AMNLSpot
C03832V10_NASDAQ_APRISpot
C03833610_NYSE_ATRSpot
C03834A10_NASDAQ_AREXSpot
C03834Q10_NASDAQ_APPGSpot
C03836W10_NYSE_WTRSpot
C03840C10_NASDAQ_AQNMSpot
C03852U10_NYSE_ARMKSpot
C03892310_NYSE_ABRSpot
C03937C10_NASDAQ_ARCBSpot
C03938010_NYSE_ACISpot
C03938L10_NYSE_MTSpot
C03939W10_NASDAQ_ARTHSpot
C03948310_NYSE_ADMSpot
C03967010_NASDAQ_ACATSpot
C04004710_NASDAQ_ARNASpot
C04010L10_NASDAQ_ARCCSpot
C04013V10_NYSE_ACRESpot
C04033A10_NASDAQ_ARIASpot
C04041420_NASDAQ_ASPWSpot
C04135620_NYSE_AISpot
C04206810_NASDAQ_ARMHSpot
C04215010_NASDAQ_AOILSpot
C04231510_NYSE_ARRSpot
C04268220_NASDAQ_ARTXSpot
C04269E10_NASDAQ_ARQLSpot
C04269N10_NASDAQ_ARYCSpot
C04269X10_NASDAQ_ARRYSpot
C04270V10_NASDAQ_ARRSSpot
C04273510_NYSE_ARWSpot
C04276R10_NASDAQ_ARWDSpot
C04279720_NASDAQ_ARWRSpot
C04315T10_NASDAQ_AHFPSpot
C04316A10_NYSE_APAMSpot
C04317610_NASDAQ_ARUNSpot
C04341Y10_AMEX_AKGSpot
C04343610_NYSE_ABGSpot
C04351G10_NASDAQ_ASNASpot
C04363210_NASDAQ_ASCMASpot
C04410310_NYSE_AHTSpot
C04420910_NYSE_ASHSpot
C04532710_NASDAQ_AZPNSpot
C04539610_NASDAQ_ASMBSpot
C04548710_NASDAQ_ASBCSpot
C04560410_NYSE_AECSpot
C04621X10_NYSE_AIZSpot
C04622010_NASDAQ_ASFISpot
C04624K10_NASDAQ_ASKHSpot
C04626510_NYSE_AFSpot
C04635310_NYSE_AZNSpot
C04648410_NASDAQ_ASTCSpot
C04685W10_NASDAQ_ATHNSpot
C04744L10_NASDAQ_ATHXSpot
C04747710_NYSE_ATHLSpot
C04878Q86_NYSE_ATSpot
C04907920_NASDAQ_ATNISpot
C04914Y10_NASDAQ_ATLCSpot
C04916420_NASDAQ_AAWWSpot
C04930A10_NYSE_ATLSSpot
C04939210_NYSE_APLSpot
C04941A10_NYSE_ARPSpot
C04951310_NASDAQ_ATMLSpot
C04956010_NYSE_ATOSpot
C04962H10_NASDAQ_ATOSSpot
C05009510_NYSE_ATWSpot
C05070J10_NASDAQ_ADNCSpot
C05073410_NASDAQ_AEYESpot
C05091220_AMEX_AZCSpot
C05155C10_NYSE_AUQSpot
C05191850_NASDAQ_AUNFFSpot
C05275N20_NASDAQ_ABTLSpot
C05276910_NASDAQ_ADSKSpot
C05278C10_NYSE_ATHMSpot
C05280010_NYSE_ALVSpot
C05301510_NASDAQ_ADPSpot
C05329W10_NYSE_ANSpot
C05333210_NYSE_AZOSpot
C05334D10_NASDAQ_AUXLSpot
C05346730_NASDAQ_AOGNSpot
C05348410_NYSE_AVBSpot
C05348P40_NASDAQ_AVNRSpot
C05361110_NYSE_AVYSpot
C05366Y10_NASDAQ_AVNWSpot
C05367G10_NYSE_AVHSpot
C05367P10_NASDAQ_AVIDSpot
C05377410_NASDAQ_CARSpot
C05379B10_NYSE_AVASpot
C05380710_NYSE_AVTSpot
C05430310_NYSE_AVPSpot
C05454010_NASDAQ_ACLSSpot
C05459T10_NASDAQ_AXSTSpot
C05462D10_NASDAQ_AXIHSpot
C05463120_NASDAQ_AXXESpot
C05463D10_NYSE_AXLLSpot
C05493710_NYSE_BBTSpot
C05508R10_NYSE_BGSSpot
C05523R10_NASDAQ_BAESYSpot
C05534B76_NYSE_BCESpot
C05541T10_NASDAQ_BGCPSpot
C05545E20_NYSE_BBLSpot
C05561Q20_NASDAQ_BOKFSpot
C05561R10_NASDAQ_BOLBSpot
C05562210_NYSE_BPSpot
C05563010_NYSE_BPTSpot
C05563910_NYSE_BPZSpot
C05566U10_NASDAQ_BOFISpot
C05577E10_NYSE_BTSpot
C05615F10_NYSE_BWCSpot
C05652510_NYSE_BMISpot
C05675210_NASDAQ_BIDUSpot
C05722410_NYSE_BHISpot
C05746510_NASDAQ_BKRSQSpot
C05765710_NASDAQ_BPWRFSpot
C05766520_NASDAQ_BCPCSpot
C05849810_NYSE_BLLSpot
C05851610_AMEX_BTNSpot
C05858610_NASDAQ_BLDPSpot
C05874B10_NYSE_BYISpot
C05882310_NASDAQ_BLTASpot
C05946030_NYSE_BBDSpot
C05946K10_NYSE_BBVASpot
C05964H10_NYSE_SANSpot
C05965X10_NYSE_BSACSpot
C05967A10_NYSE_BSBRSpot
C05969A10_NASDAQ_TBBKSpot
C06050510_NYSE_BACSpot
C06187410_NASDAQ_BKEAYSpot
C06254010_NYSE_BOHSpot
C06367110_NYSE_BMOSpot
C06375010_NASDAQ_BKMUSpot
C06390410_NASDAQ_OZRKSpot
C06414910_NYSE_BNSSpot
C06643P10_NASDAQ_BFINSpot
C06647F10_NYSE_RATESpot
C06652K10_NYSE_BKUSpot
C06738310_NYSE_BCRSpot
C06738C77_NYSE_DJPSpot
C06738E20_NYSE_BCSSpot
C06740L59_NYSE_XXVSpot
C06759410_NASDAQ_BCCISpot
C06777410_NYSE_BKSSpot
C06780610_NYSE_BSpot
C06790110_NYSE_ABXSpot
C06846N10_NYSE_BBGSpot
C06985P10_NYSE_BASSpot
C07159Y10_NASDAQ_BMTNFSpot
C07203510_NASDAQ_BAYKSpot
C07317Q10_NYSE_BTESpot
C07327110_NASDAQ_BVSpot
C07329510_NASDAQ_BBCNSpot
C07329M10_NYSE_BFRSpot
C07330110_NASDAQ_JALASpot
C07330210_NASDAQ_BEAVSpot
C07367720_NASDAQ_BCONQSpot
C07368510_NASDAQ_BECNSpot
C07556Q88_NYSE_BZHSpot
C07557110_NASDAQ_BEBESpot
C07588710_NYSE_BDXSpot
C07589610_NASDAQ_BBBYSpot
C07712Q30_NASDAQ_BESESpot
C07745410_NYSE_BDCSpot
C07770110_NASDAQ_BGAOYSpot
C08143710_NYSE_BMSSpot
C08160H10_NYSE_BHESpot
C08173R10_NASDAQ_BNCLSpot
C08408020_NASDAQ_BRGOSpot
C08442310_NYSE_WRBSpot
C08467070_NYSE_BRKBSpot
C08468010_NYSE_BHLBSpot
C08579W10_NYSE_BERYSpot
C08651610_NYSE_BBYSpot
C08860610_NYSE_BHPSpot
C08915P10_NASDAQ_BGFVSpot
C08930210_NYSE_BIGSpot
C09057220_NYSE_BIOSpot
C09057D20_NASDAQ_BISUSpot
C09057G60_NASDAQ_BRLISpot
C09058V10_NASDAQ_BCRXSpot
C09060C10_NASDAQ_BKYISpot
C09060J10_NASDAQ_BDSISpot
C09060V30_NASDAQ_BOCXSpot
C09061G10_NASDAQ_BMRNSpot
C09062110_NASDAQ_BONUSpot
C09062F20_NASDAQ_BHRTSpot
C09062X10_NASDAQ_BIIBSpot
C09063H10_NYSE_BMRSpot
C09064M20_NASDAQ_BIODSpot
C09064Y30_NASDAQ_BIOFSpot
C09065C10_NASDAQ_BMSNSpot
C09066L10_AMEX_BTXSpot
C09067210_NASDAQ_BEATSpot
C09067820_NASDAQ_BSPMSpot
C09069410_NASDAQ_BOTASpot
C09069N10_NASDAQ_BIOSSpot
C09070W10_NASDAQ_BSHFSpot
C09073C10_NASDAQ_BICXSpot
C09091110_NASDAQ_BIOLSpot
C09173J10_NASDAQ_BTCSSpot
C09175110_NASDAQ_BTZOSpot
C09180C10_NASDAQ_BJRISpot
C09182610_NASDAQ_BBOXSpot
C09202G10_NASDAQ_BDESpot
C09222610_NASDAQ_BRPCSpot
C09227Q10_NASDAQ_BLKBSpot
C09228F10_NASDAQ_BBRYSpot
C09238E10_NASDAQ_HAWKSpot
C09247X10_NYSE_BLKSpot
C09249N10_AMEX_BLESpot
C09250810_NYSE_BTZSpot
C09251A10_NYSE_BDJSpot
C09252410_NYSE_BGYSpot
C09253310_NASDAQ_BKCCSpot
C09253R10_AMEX_MVFSpot
C09253U10_NYSE_BXSpot
C09254B10_NYSE_BCFSpot
C09257W10_NYSE_BXMTSpot
C09344210_NASDAQ_BLGASpot
C09367110_NYSE_HRBSpot
C09423510_NASDAQ_BLMNSpot
C09518010_NYSE_BLTSpot
C09522910_NASDAQ_BCORSpot
C09531B20_NASDAQ_BCYPSpot
C09578R10_NASDAQ_NILESpot
C09609G10_NASDAQ_BLUESpot
C09623J10_NASDAQ_BFRESpot
C09624H10_NYSE_BXCSpot
C09641Q20_NASDAQ_BLUFSpot
C09643P20_NYSE_BTHSpot
C09662710_NYSE_BWPSpot
C09676110_NASDAQ_BOBESpot
C09681320_NASDAQ_BHKLYSpot
C09702310_NYSE_BASpot
C09739C10_NASDAQ_WIFISpot
C09739D10_NYSE_BCCSpot
C09769810_NASDAQ_BOLTSpot
C09776J10_NASDAQ_BONTSpot
C09777B10_NASDAQ_BONASpot
C09779310_NYSE_BCEISpot
C09782410_NASDAQ_BONZSpot
C09857010_NASDAQ_BAMMSpot
C09950210_NYSE_BAHSpot
C09972410_NYSE_BWASpot
C10055710_NYSE_SAMSpot
C10112110_NYSE_BXPSpot
C10113710_NYSE_BSXSpot
C10138810_NASDAQ_EPAYSpot
C10140510_NASDAQ_BDBDSpot
C10211F10_AMEX_BVXSpot
C10330410_NYSE_BYDSpot
C10467410_NYSE_BRCSpot
C10501E10_NASDAQ_BCLISpot
C10536820_NYSE_BDNSpot
C10552T10_NYSE_BRFSSpot
C10567L10_NASDAQ_OGNGSpot
C10586110_NASDAQ_BMIXSpot
C10670810_NASDAQ_BRDTSpot
C10677610_NASDAQ_BBEPSpot
C10678P10_NASDAQ_BECCSpot
C10807M10_NYSE_BPISpot
C10904310_NYSE_BGGSpot
C10921T10_NASDAQ_BCOVSpot
C10964110_NYSE_EATSpot
C10970310_NASDAQ_BNXRSpot
C11012210_NYSE_BMYSpot
C11039410_NYSE_BRSSpot
C11044810_AMEX_BTISpot
C11101310_NASDAQ_BSYBYSpot
C11132010_NASDAQ_BRCMSpot
C11133B40_NASDAQ_BSFTSpot
C11133T10_NYSE_BRSpot
C11161T20_NASDAQ_BWENSpot
C11162130_NASDAQ_BRCDSpot
C11246310_NYSE_BKDSpot
C11258510_NYSE_BAMSpot
C11434010_NASDAQ_BRKSSpot
C11523610_NYSE_BROSpot
C11573610_NYSE_BWSSpot
C11679410_NASDAQ_BRKRSpot
C11704310_NYSE_BCSpot
C11776U30_NASDAQ_BSQRSpot
C11823010_NYSE_BPLSpot
C12008R10_NASDAQ_BLDRSpot
C12073840_NASDAQ_BZLFYSpot
C12122010_NYSE_BKWSpot
C12201710_NYSE_BURLSpot
C12315910_NASDAQ_BZYRSpot
C12467B30_NYSE_CJESSpot
C12476510_NYSE_CAESpot
C12480510_NYSE_CBZSpot
C12483010_NYSE_CBLSpot
C12485720_NYSE_CBSSpot
C12496G10_OTC_RUSSELL3000Spot
C12503M10_NASDAQ_CBOESpot
C12504G10_NYSE_IGRSpot
C12504L10_NYSE_CBGSpot
C12507110_NYSE_CDISpot
C12507E20_NASDAQ_CDEXSpot
C12508A10_NASDAQ_CDIISpot
C12514110_NASDAQ_CECESpot
C12514G10_NASDAQ_CDWSpot
C12526910_NYSE_CFSpot
C12531Q10_NYSE_CGGSpot
C12541W20_NASDAQ_CHRWSpot
C12550910_NYSE_CISpot
C12558180_NYSE_CITSpot
C12561W10_NYSE_CNLSpot
C12572Q10_NASDAQ_CMESpot
C12589610_NYSE_CMSSpot
C12590210_NASDAQ_CPICQSpot
C12611710_NYSE_CNASpot
C12613210_NYSE_CEOSpot
C12615310_NYSE_CPLSpot
C12618T10_NASDAQ_CRAISpot
C12621E10_NYSE_CNOSpot
C12626K20_NYSE_CRHSpot
C12634910_NASDAQ_CSGSSpot
C12640810_NYSE_CSXSpot
C12642X10_NASDAQ_CTCMSpot
C12646R10_NYSE_CSTSpot
C12648L10_NASDAQ_CTICSpot
C12650110_NYSE_CTSSpot
C12660110_NASDAQ_CVVSpot
C12662P10_NYSE_CVISpot
C12663310_NYSE_UANSpot
C12663P10_NYSE_CVRRSpot
C12665010_NYSE_CVSSpot
C12673A10_NYSE_CYSSpot
C12673P10_NASDAQ_CASpot
C12680430_NYSE_CABSpot
C12686C10_NYSE_CVCSpot
C12705510_NYSE_CBTSpot
C12709710_NYSE_COGSpot
C12709P10_NASDAQ_CCMPSpot
C12715030_NASDAQ_CACHSpot
C12719030_NYSE_CACISpot
C12738710_NASDAQ_CDNSSpot
C12753720_NASDAQ_CDZISpot
C12763910_NASDAQ_KDUSSpot
C12763A10_NASDAQ_CSOCSpot
C12768610_NASDAQ_CZRSpot
C12768T10_NASDAQ_CACQSpot
C12769A10_NASDAQ_PRSSSpot
C12802T10_NYSE_DVRSpot
C12803020_NASDAQ_CALMSpot
C12811L10_NASDAQ_CHWSpot
C12811R10_NASDAQ_CLMSSpot
C12812610_NASDAQ_CAMPSpot
C12824610_NASDAQ_CVGWSpot
C12960310_NYSE_CCCSpot
C13078810_NYSE_CWTSpot
C13100M50_NYSE_CALXSpot
C13119310_NYSE_ELYSpot
C13123E50_NASDAQ_CALDSpot
C13123X10_NYSE_CPESpot
C13134730_NYSE_CPNSpot
C13147610_NASDAQ_CLMTSpot
C13169Q10_NASDAQ_CALWSpot
C13174510_AMEX_CAKSpot
C13201110_NYSE_CBMSpot
C13321L10_NYSE_CCJSpot
C13342B10_NYSE_CAMSpot
C13466Y10_NYSE_CCGSpot
C13470510_NASDAQ_CCRESpot
C13606910_NYSE_CMSpot
C13637510_NYSE_CNISpot
C13638510_NYSE_CNQSpot
C13645T10_NYSE_CPSpot
C13663510_NASDAQ_CSIQSpot
C13739U10_NASDAQ_CGIXSpot
C13764810_NASDAQ_CBISSpot
C13765310_NASDAQ_CANVSpot
C13800630_NYSE_CAJSpot
C13876350_NASDAQ_CNYCDSpot
C13959410_NASDAQ_CPLASpot
C14040H10_NYSE_COFSpot
C14047510_NYSE_CSUSpot
C14067D10_NASDAQ_CPSTSpot
C14067E50_NYSE_CMOSpot
C14070F10_NASDAQ_CAPCSpot
C14070G10_NASDAQ_ROKOSpot
C14074Y20_NASDAQ_CCGISpot
C14078110_NYSE_CRRSpot
C14115L20_NASDAQ_CABNSpot
C14133710_NASDAQ_CARBSpot
C14141R10_NASDAQ_CRDCSpot
C14149Y10_NYSE_CAHSpot
C14159U30_NASDAQ_CRMESpot
C14160X20_NASDAQ_CGNHSpot
C14161H10_NASDAQ_CATMSpot
C14170T10_NYSE_CFNSpot
C14174310_NASDAQ_CRVWSpot
C14233910_NYSE_CSLSpot
C14309L10_NASDAQ_CGSpot
C14313010_NYSE_KMXSpot
C14343640_NASDAQ_CKECSpot
C14365830_NYSE_CCLSpot
C14365C10_NYSE_CUKSpot
C14428510_NYSE_CRSSpot
C14574X10_NASDAQ_TASTSpot
C14622910_NYSE_CRISpot
C14712T10_NASDAQ_CUAUSpot
C14715420_NASDAQ_CACBSpot
C14744810_NASDAQ_CWSTSpot
C14752810_NASDAQ_CASYSpot
C14754D10_NYSE_CSHSpot
C14841110_NYSE_CASSpot
C14862Q10_NYSE_CSLTSpot
C14888710_NASDAQ_CTRXSpot
C14888U10_NASDAQ_CPRXSpot
C14890630_NASDAQ_CPCAYSpot
C14912310_NYSE_CATSpot
C14920510_NYSE_CATOSpot
C14964U10_NASDAQ_CAVMSpot
C14964W10_NASDAQ_CVATSpot
C15018510_NYSE_FUNSpot
C15060220_NYSE_CDRSpot
C15083810_NYSE_CGISpot
C15087010_NYSE_CESpot
C15102010_NASDAQ_CELGSpot
C15117B10_NASDAQ_CLDXSpot
C15117L10_NASDAQ_CYNXSpot
C15117N40_NASDAQ_CLSNSpot
C15129088_NYSE_CXSpot
C15130J10_NASDAQ_CEMPSpot
C15135B10_NYSE_CNCSpot
C15135U10_NYSE_CVESpot
C15136N10_NASDAQ_CTDTSpot
C15189T10_NYSE_CNPSpot
C15234Q20_NYSE_EBRSpot
C15350110_AMEX_CEFSpot
C15352710_NASDAQ_CENTSpot
C15352720_NASDAQ_CENTASpot
C15476040_NYSE_CPFSpot
C15643110_NASDAQ_CENXSpot
C15649210_NASDAQ_CNTYSpot
C15670010_NYSE_CTLSpot
C15670R10_NASDAQ_CPHDSpot
C15670S10_NYSE_CVOSpot
C15677310_NASDAQ_CERESpot
C15678210_NASDAQ_CERNSpot
C15708510_NASDAQ_CERSSpot
C15721010_NASDAQ_CEVASpot
C15784210_NYSE_CSGSpot
